link,title,author,snippet,cn,type,detail
/1111event,1111事件中心页,QBLevi,...,true,story_series,"<div style=""min-height:600px&quot;""><div style=""text-align: right;""><div class=""page-rate-widget-box""><span class=""rate-points"">评分: <span class=""number prw54353"">+35</span></span><span class=""rateup btn btn-default""><a title=""我喜欢"" href=""javascript:;"" onclick=""WIKIDOT.modules.PageRateWidgetModule.listeners.rate(event^ 1)"">+</a></span><span class=""ratedown btn btn-default""><a title=""我不喜欢"" href=""javascript:;"" onclick=""WIKIDOT.modules.PageRateWidgetModule.listeners.rate(event^ -1)"">–</a></span><span class=""cancel btn btn-default""><a title=""取消我的投票"" href=""javascript:;"" onclick=""WIKIDOT.modules.PageRateWidgetModule.listeners.cancelVote(event)"">x</a></span></div></div><blockquote><p>双十一啦~全店铺5折大甩卖啊~什么你问商品是啥？</p><p>那当然是██了。</p></blockquote><hr /><p>这里是关于201█年11月11日，与OB传媒一次大规模促销相关的故事中心页，以发生时间定名为1111事件。</p><p>这是一个自由的、开放式的故事架构，你可以在这个框架下自由展开，尽情描述自己在事件中的经历。</p><p>你将遭遇的有OB传媒、████、████、████等多股势力。请不要问黑条是什么。</p><p>那么，开始狂欢吧！</p><hr /><h2 id=""toc0""><span><em>前传</em></span></h2><ul><li><a href=""/scp-cn-705"">SCP-CN-705</a></li><li><a href=""/ob"">一次失败的推销——一场更大的推销的开始</a></li><li><a href=""/peaceful-lujiazui"">一如既往的平静陆家嘴</a></li><li><a href=""/zhengzhi"">无照经营专项整治行动</a></li></ul><hr /><h2 id=""toc1""><span><em>主线</em></span></h2><ul><li><a href=""/obshijan1"">1111事件其壹</a></li><li><a href=""/1111shijian2"">1111事件其贰</a></li><li><a href=""/1111shijian3"">1111事件其叁</a></li><li><a href=""/1111shijian4"">1111事件其肆</a></li><li><a href=""/1111shijian5"">1111事件其伍</a></li></ul><hr /><h2 id=""toc2""><span><em>支线</em></span></h2><ul><li><a href=""/goodon"">咕咚来了</a></li><li><a href=""/death-of-bishop"">主教之死</a></li><li><a href=""/war-of-1-day"">1日战争</a></li><li><a href=""/1111-webbattle-iceyblue"">冰蓝的虚空，湛蓝的天空</a></li><li><a href=""/das-kapital"">资本论</a></li><li><a href=""/death-of-levi"">李维之死</a></li><li><a href=""/peaceful-century-park"">好像不太平静的世纪公园</a></li></ul></div>"
/abyssal-light,深渊之光同修会 中心页,W Asriel,...,true,story_series,"<div style=""min-height:600px&quot;""><div style=""text-align: right;""><div class=""page-rate-widget-box""><span class=""rate-points"">评分: <span class=""number prw54353"">+47</span></span><span class=""rateup btn btn-default""><a title=""我喜欢"" href=""javascript:;"" onclick=""WIKIDOT.modules.PageRateWidgetModule.listeners.rate(event^ 1)"">+</a></span><span class=""ratedown btn btn-default""><a title=""我不喜欢"" href=""javascript:;"" onclick=""WIKIDOT.modules.PageRateWidgetModule.listeners.rate(event^ -1)"">–</a></span><span class=""cancel btn btn-default""><a title=""取消我的投票"" href=""javascript:;"" onclick=""WIKIDOT.modules.PageRateWidgetModule.listeners.cancelVote(event)"">x</a></span></div></div><div class=""abyssal""><div style=""text-align: center;""><div class=""image-container aligncenter""><img src=""http://scp-wiki-cn.wdfiles.com/local--files/abyssal-light/logo2.png"" width=""150px"" alt=""logo2.png"" class=""image"" /></div><p><span style=""color: #ffd306""><tt>吾等以双足践踏深渊之泥泞</tt></span><br /><span style=""color: #ffdc35""><tt>以双手触摸深渊之无形</tt></span><br /><span style=""color: #ffe153""><tt>以眼眸观察深渊之混沌</tt></span><br /><span style=""color: #ffe66f""><tt>以灵魂照亮深渊之黑暗</tt></span></p><p><span style=""color: #ffed97""><tt>为现世之沉睡者</tt></span><br /><span style=""color: #fff0ac""><tt>安睡于摇篮</tt></span><br /><span style=""color: #fff4c1""><tt>为吾神之荣耀</tt></span><br /><span style=""color: #fff8d7""><tt>吾等将永世窥视深渊</tt></span></p><p><span style=""color: white""><tt>愿真理之神祝福我们</tt></span></p></div></div><script type=""text/javascript"" src=""http://d3g0gp89917ko0.cloudfront.net/v--2f62f70fa3c2/common--javascript/yahooui/tabview-min.js""></script><div id=""wiki-tabview-be3d16a2dcaee09f2129636efefaae45"" class=""yui-navset""><ul class=""yui-nav""><li class=""selected""><a href=""javascript:;""><em>设定与介绍</em></a></li><li><a href=""javascript:;""><em>作品一览</em></a></li><li><a href=""javascript:;""><em>写作指导</em></a></li><li><a href=""javascript:;""><em>格式速查</em></a></li></ul><div class=""yui-content""><div id=""wiki-tab-0-0""><div class=""abyssal""><div style=""text-align: center;""><p><span style=""color: #ffdc35""><span style=""font-size:2.0em;""><span style=""font-family:Microsoft YaHei"">设定与介绍</span></span></span><br /><strong>为吾神之荣耀</strong></p></div><blockquote><p>欢迎你们从摇篮中醒来，新的火种们，我代表深渊之光同修会向你们致以真诚的问候。<br />“真理之神赐予我们以火，而火中之光，将剥离未知那混沌的伪装，并赋予名为真理的蜜糖。”这句出自《破晓恩典》的言语，想必诸君早已铭记于心。但随着我们剥离这伪装，却发现伪装之下不仅有蜜糖，还有着更深邃的永夜——深渊。<br />混沌，荒谬，不可理解，深渊的造物将这些散播于世间，将我们奉为真理的种种法则一一打破。<br />但深渊并不满足于此。<br />毁物，伤人，摧心，亵神，甚至灭世，太多的深渊造物具备着这些如诅咒般的异常。<br />所以神唤醒了我们，并将我们集结于此。<br />为了神的真理之光不被玷污。为了你爱的人。为了爱你的人。为了摇篮中沉睡的所有的神之子民。我们将化身于火，焚烧深渊的黑暗，我们将化身为光，照亮真理的乐土。我们将化身为剑，开辟深渊的未知。我们将化身为盾，守卫真理的摇篮。<br />虽然我们早已深陷于深渊，但仍愿真理之神庇佑我们。<br /></p><div style=""text-align: right;""><p>——深渊窥视者.Sowrd</p></div></blockquote><p><br /></p><blockquote><p>在真理之神的意志下，同修会于深渊的侵袭中守护沉睡者百余年。<br />我等深渊触碰者于世界间行走，闻嗅深渊造物之踪迹，探查深渊那或许不存在的边界。<br />深渊造物则被看护起来，以各自不同的仪式封印在前哨中，由深渊窥视者汲取它们无穷无尽的秘密。<br />我等探寻真理之赐福，印证万物之规律，唯有如此，才能沐浴吾神的荣光。<br />而获取秘密并非没有代价。祭品自罪人间收集，献给深渊以换取知识。<br />或许我们的所作所为更像罪人，但知识是真理之神的唯一语言，赐予吾等，以守候沉睡者的安眠。为光耀吾神，吾等必然要行走在深渊之间，不止肉身，还有灵魂。<br />火炬之光摇摇欲熄，但只要其还在燃烧，吾等就不会止息。<br />我愿以赤手触碰深渊之混沌，为此献出灵魂。愿真理之神祝福我们。<br /></p><div style=""text-align: right;""><p>——深渊触碰者.Asriel</p></div></blockquote><div class=""collapsible-block""><div class=""collapsible-block-folded""><a class=""collapsible-block-link"" href=""javascript:;"">+ 此文件被4级加护所保佑，仅调音者可阅览</a></div><div class=""collapsible-block-unfolded"" style=""display:none""><div class=""collapsible-block-unfolded-link""><a class=""collapsible-block-link"" href=""javascript:;"">- 收起</a></div><div class=""collapsible-block-content""><p>&lt;以下文书来自于<a href=""/document-1780-wl"">深渊造物-1780</a>。调音者们证实了其中的论述为真理，并从中得到大量的解读和帮助。它是真理之神本人对吾等的垂怜与眷顾，愿祂的荣耀永不磨灭。&gt;</p><blockquote><p>愿真理之神祝福你们。<br />感谢尔等对时间恶魔的关注。在真理之神的意愿下，尔等终于得到了此文书的副本。据我所知，世界间有无数时之弦，而时弦间又有无数平行同修会或与之相似的群体。但这之中，仅仅12个平行同修会拥有专门对抗时间恶魔的导师与先知们（你们正是第12个，祝福你们），且只知道有3条时之弦可折跃现世之魂以作为一种封印仪式。<br />因每个人都拥有基准弦音（我会在附件中给出解释），吾等可以在无数因果性和无数时之弦间穿梭。调音者，时间异常部，或其它称呼，导师与先知们隔着时弦沟通跳跃，共同对抗深渊的侵蚀。作为新成立的调音者，尔等已加入到吾等之间，成为众多与时间恶魔战斗的先驱们的一员。吾等则位于时间之外、因果之外，是尔等的总部与后援。请聆听我介绍吾等的职责。<br />……<br />吾等必须确保过去。吾等能够收容现在。吾等将守护未来。<br />再一次，愿真理之神祝福你们。<br /></p><div style=""text-align: right;""><p>——深渊窥视者.Thaddeus Xyank<br />时间异常部负责人</p></div></blockquote></div></div></div></div></div><div id=""wiki-tab-0-1"" style=""display:none""><div class=""abyssal""><div style=""text-align: center;""><p><span style=""color: #ffdc35""><span style=""font-size:2.0em;""><span style=""font-family:Microsoft YaHei"">已有作品一览</span></span></span><br /><strong>吾等将永世窥视深渊</strong></p></div><p><span style=""color: #ffed97""><span style=""font-family:Microsoft YaHei"">核心背景读物：</span></span></p><ul><li><a href=""http://scp-wiki-cn.wikidot.com/shanhuick"">关于VI型现实重构：“闪回式现实重构”的详细提案。</a></li></ul><ul><li><a href=""http://scp-wiki-cn.wikidot.com/scp-1780"">SCP-1780</a></li></ul><hr /><p><br /></p><p><span style=""color: #ffed97""><span style=""font-family:Microsoft YaHei"">已有作品：</span></span></p><ul><li><a target=""_blank"" href=""http://scp-wiki-cn.wikidot.com/shuaxin1"">刷新</a></li></ul><div style=""text-align: right;""><p><span class=""printuser""><a href=""http://www.wikidot.com/user:info/megasowrd"" onclick=""WIKIDOT.page.listeners.userInfo(3268308); return false;"">megasowrd</a></span> 著</p></div><ul><li><a target=""_blank"" href=""http://scp-wiki-cn.wikidot.com/scp-cn-934"">SCP-CN-934</a></li></ul><div style=""text-align: right;""><p><span class=""printuser""><a href=""http://www.wikidot.com/user:info/w-asriel"" onclick=""WIKIDOT.page.listeners.userInfo(3317001); return false;"">W Asriel</a></span> 著</p></div><ul><li><a target=""_blank"" href=""http://scp-wiki-cn.wikidot.com/al-1780-wl"">你好，调音者</a></li></ul><div style=""text-align: right;""><p><span class=""printuser""><a href=""http://www.wikidot.com/user:info/w-asriel"" onclick=""WIKIDOT.page.listeners.userInfo(3317001); return false;"">W Asriel</a></span> 著</p></div><ul><li><a target=""_blank"" href=""http://scp-wiki-cn.wikidot.com/scp-cn-906"">SCP-CN-906</a></li></ul><div style=""text-align: right;""><p><span class=""printuser""><a href=""http://www.wikidot.com/user:info/samuel-zhang"" onclick=""WIKIDOT.page.listeners.userInfo(3322357); return false;"">Samuel Zhang</a></span> 著</p></div><ul><li><a target=""_blank"" href=""http://scp-wiki-cn.wikidot.com/gooddream"">祝你好梦</a></li></ul><div style=""text-align: right;""><p><span class=""printuser""><a href=""http://www.wikidot.com/user:info/megasowrd"" onclick=""WIKIDOT.page.listeners.userInfo(3268308); return false;"">megasowrd</a></span> 著</p></div><ul><li><a target=""_blank"" href=""http://scp-wiki-cn.wikidot.com/zai-wu-pang-huang"">再无彷徨</a></li></ul><div style=""text-align: right;""><p><span class=""printuser""><a href=""http://www.wikidot.com/user:info/rakish-rambler"" onclick=""WIKIDOT.page.listeners.userInfo(3092049); return false;"">Rakish_Rambler</a></span> 著</p></div><ul><li><a target=""_blank"" href=""http://scp-wiki-cn.wikidot.com/we-have-never-met"">不，我从未与你相遇</a></li></ul><div style=""text-align: right;""><p><span class=""printuser""><a href=""http://www.wikidot.com/user:info/w-asriel"" onclick=""WIKIDOT.page.listeners.userInfo(3317001); return false;"">W Asriel</a></span> 著</p></div><ul><li><a target=""_blank"" href=""http://scp-wiki-cn.wikidot.com/first-contact"">和深渊之光同修会的第一次接触</a></li></ul><div style=""text-align: right;""><p><span class=""printuser""><a href=""http://www.wikidot.com/user:info/bellolcy"" onclick=""WIKIDOT.page.listeners.userInfo(4201249); return false;"">BELLOLCY</a></span> 著</p></div></div></div><div id=""wiki-tab-0-2"" style=""display:none""><div class=""abyssal""><div style=""text-align: center;""><p><span style=""color: #ffdc35""><span style=""font-size:2.0em;""><span style=""font-family:Microsoft YaHei"">写作指导</span></span></span><br /><strong>愿真理之神祝福你</strong></p></div><p><span style=""color: #ffed97""><span style=""font-family:Microsoft YaHei"">Dr.Sowrd撰写的写作指导：</span></span></p><p>这是某条从很久以前就开始分歧的时间线，在这条时间线上，科学的发展与我们这里相当，但全世界绝大部分人都信仰“真理之神”，人们认为他们之所以可以发现新事物，可以发明创造，可以智慧、理性地思考，全部都是真理之神的恩赐。<br />虽然时间线不同，但是异常仍然存在，而对抗异常的组织也会应运而生。<br />深渊之光同修会就是另一条时间线的基金会。人们在“真理之神”的感召下集结起来，发现并研究被他们认为是“来自于深渊”的“深渊造物”（也就是异常），并从“深渊”手中保护普通人的安全。“深渊”这一概念被大量使用，但实际上非常宽泛。<br />由于是不同的时间，人们在不同的时间里也会有不同的身份。<span style=""text-decoration: line-through;"">说不定会有擅长杂烩的厨师Clef^夜店之王Gears^学车教练Gelard</span><br />那么在这么一个时间线里，会发生什么样的故事呢？</p><p><span style=""color: #ffed97""><span style=""font-family:Microsoft YaHei"">注意事项：</span></span></p><p>1. 这是不同的平行时间线，它与我们的世界互为某种类似于ck现实重构和叠加的关系。这一概念类似但不同于平行世界，在用词上请稍加留意。（当然，在虚构中寻求现实是不可行的，所以在此也不对时间线概念做太多科学论述。）</p><p>2. 同修会可能会和本时间线的基金会产生沟通，所以你完全可以在此题材上发挥。不过请不要把世界写毁灭或者同修会爆炸或者什么，这会给时间异常部添很多麻烦。</p><p>3. 这个时间线里，宗教占了人们生活的很大一部分。人们习惯于用更宗教化和神秘化<span style=""text-decoration: line-through;"">中二</span>的语言，因此在撰写文章时，请留意用词、语序和修辞。</p><p>4. 但请注意，尽管人们崇尚“真理之神”，但此信仰与现实世界的一神论宗教是完全不同的。在教义中，真理之神同时也是科学规律的代名词和象征，因而本时间线的人们事实上非常<em>唯物主义</em>。教会可能同时承担补习班的责任，而宗教活动有时会与科研活动挂钩。</p><p>5. 这条时间里的历史，风土人情、同行组织等设定都是留白的，作者们可以在原有设定基础上自行发挥。</p><p>6. 即使意识形态有所差异，同修会依然是另一个的基金会，依然会如同我们一般将人类的安全放在最高目的，依然注重科研（这和用语习惯并不矛盾），奉行“必要之恶”，有时也会为了目标而做出超越常理之事。</p><p>7. 正如上文所述，同修会和基金会的用语是不同的。“格式速查”中“名称对应关系”表格会给出术语的对应关系，所以在写作时，可以参考上述表格。当然，你也可以将新创作的对应关系添加到“更多名称对应关系”里，以供之后的作者们参考。</p></div></div><div id=""wiki-tab-0-3"" style=""display:none""><div class=""abyssal""><p><span style=""color: #ffed97""><span style=""font-family:Microsoft YaHei"">名称对应关系：</span></span></p><table class=""wiki-content-table""><tr><td><span style=""color: #fff0ac"">基金会时间线</span></td><td><span style=""color: #fff0ac"">深渊时间线</span></td><td><span style=""color: #fff0ac"">基金会时间线</span></td><td><span style=""color: #fff0ac"">深渊时间线</span></td></tr><tr><td>监督者议会</td><td>使徒议会（Apostolic Council）</td><td>博士</td><td>深渊窥视者（Abyss Gazer）</td></tr><tr><td>特工</td><td>深渊触碰者（Abyss Toucher）</td><td>机动特遣队</td><td>守耀人（Shields of Light）</td></tr><tr><td>D级人员</td><td>祭品</td><td>研究设备</td><td>仪式用具</td></tr><tr><td>SCP-XXX</td><td>深渊造物-XXX（Abyssal Creation）</td><td>Site-CN-XX</td><td>CN-XX号前哨（Outpost）</td></tr><tr><td>X级权限</td><td>X级加护</td><td>需要X级权限</td><td>被X级加护所保佑</td></tr></table><div class=""collapsible-block""><div class=""collapsible-block-folded""><a class=""collapsible-block-link"" href=""javascript:;"">+ 更多名称对应关系</a></div><div class=""collapsible-block-unfolded"" style=""display:none""><div class=""collapsible-block-unfolded-link""><a class=""collapsible-block-link"" href=""javascript:;"">- 隐藏表格</a></div><div class=""collapsible-block-content""><div style=""text-align: center;""><p>你可以根据已有的合格文档在此处添加新的对应关系，以供其他创作者们参考。</p></div><br /><table class=""wiki-content-table""><tr><td><span style=""color: #fff0ac"">基金会时间线</span></td><td><span style=""color: #fff0ac"">深渊时间线</span></td><td><span style=""color: #fff0ac"">基金会时间线</span></td><td><span style=""color: #fff0ac"">深渊时间线</span></td></tr><tr><td>时间线</td><td>时之弦</td><td>时间异常部</td><td>调音者</td></tr><tr><td>时间异常</td><td>时之恶魔</td><td>个人时间槽</td><td>基准弦音</td></tr><tr><td>站点主管</td><td>前哨祭司</td><td>权限卡</td><td>契印</td></tr></table></div></div></div><p><span style=""color: #ffed97""><span style=""font-family:Microsoft YaHei"">格式代码：</span></span></p><p>若要在文档中使用深渊配色，请在文档开头添加以下代码：</p><blockquote><p><span style=""white-space: pre-wrap;"">[[module CSS]]</span><br /><span style=""white-space: pre-wrap;""> @import url(/component:abyssal-light-theme/code/1);</span><br /><span style=""white-space: pre-wrap;"">[[/module]]</span></p></blockquote><p>在加上以上的代码后，若要在文档中添加深渊配色方块，请使用以下代码：</p><blockquote><p><span style=""white-space: pre-wrap;"">[[div class=""abyssal""]]</span><br /><span style=""white-space: pre-wrap;"">方块里面的内容</span><br /><span style=""white-space: pre-wrap;"">[[/div]]</span></p></blockquote></div></div></div></div><script type=""text/javascript"">//&lt;![CDATA[OZONE.dom.onDomReady(function(){var tabViewbe3d16a2dcaee09f2129636efefaae45 = new YAHOO.widget.TabView('wiki-tabview-be3d16a2dcaee09f2129636efefaae45');}^ ""dummy-ondomready-block"");//]]&gt;</script></div>"
